Transaction_ID,Customer_ID,Transaction_DateTime,Transaction_Type,Amount_NGN,Channel,Device_Type,Location,International_Transaction,Transaction_Status,Risk_Review_Flag
FT-T003510,FT-C00957,1/27/26 7:40,Cash Withdrawal,49089.13,Web,iOS,Kano,No,Successful,No
FT-T003511,FT-C00361,1/27/26 7:51,Transfer,2045.62,Mobile App,POS Terminal,Port Harcourt,No,Successful,Yes
FT-T003512,FT-C01311,1/27/26 8:01,Transfer,4402.76,POS,Android,Abuja,No,Successful,No
FT-T003513,FT-C00182,1/27/26 8:12,Deposit,40192.42,Mobile App,Android,Lagos,No,Reversed,No
FT-T003514,FT-C01475,1/27/26 8:23,Card Purchase,24969.61,Mobile App,Web Browser,Port Harcourt,No,Successful,No
FT-T003515,FT-C00097,1/27/26 8:34,Airtime/Data,918.77,Mobile App,Android,Enugu,No,Successful,No
FT-T003516,FT-C00563,1/27/26 8:45,Card Purchase,3341.49,ATM,ATM Terminal,Enugu,No,Successful,No
FT-T003517,FT-C00314,1/27/26 8:55,Deposit,2053.93,Mobile App,POS Terminal,Kaduna,No,Successful,No
FT-T003518,FT-C00955,1/27/26 9:06,Airtime/Data,45284.96,ATM,iOS,Enugu,No,Successful,No
FT-T003519,FT-C00021,1/27/26 9:17,Transfer,32185.78,POS,Android,Lagos,No,Successful,No
FT-T003520,FT-C00805,1/27/26 9:28,Deposit,32272.6,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T003521,FT-C00576,1/27/26 9:39,Transfer,2105.52,ATM,Android,Lagos,No,Successful,Yes
FT-T003522,FT-C00403,1/27/26 9:49,Bill Payment,6636.55,USSD,Android,Abuja,No,Successful,No
FT-T003523,FT-C01148,1/27/26 10:00,Bill Payment,5348.68,USSD,POS Terminal,Benin City,No,Reversed,No
FT-T003524,FT-C00613,1/27/26 10:11,Card Purchase,1568.33,Mobile App,Android,Benin City,No,Successful,No
FT-T003525,FT-C01143,1/27/26 10:22,Transfer,10408.14,POS,Android,Kaduna,No,Pending,No
FT-T003526,FT-C00970,1/27/26 10:33,Cash Withdrawal,3076.47,POS,Web Browser,Kano,No,Successful,No
FT-T003527,FT-C00693,1/27/26 10:43,Deposit,104872.14,POS,POS Terminal,Unkown,No,Successful,No
FT-T003528,FT-C00959,1/27/26 10:54,Airtime/Data,28365.07,Mobile App,Android,Lagos,No,Successful,No
FT-T003529,FT-C00872,1/27/26 11:05,Bill Payment,506.91,Mobile App,Web Browser,Abuja,No,Successful,No
FT-T003530,FT-C00840,1/27/26 11:16,Transfer,21993.1,Mobile App,Android,Benin City,No,Successful,No
FT-T003531,FT-C00103,1/27/26 11:27,Deposit,121204.92,Mobile App,Android,Lagos,No,Successful,No
FT-T003532,FT-C00333,1/27/26 11:37,Deposit,381119.34,Mobile App,Android,Ibadan,Yes,Successful,Yes
FT-T003533,FT-C01483,1/27/26 11:48,Card Purchase,2970.76,POS,POS Terminal,Ibadan,No,Successful,No
FT-T003534,FT-C01154,1/27/26 11:59,Transfer,239285.56,Mobile App,POS Terminal,Benin City,No,Reversed,No
FT-T003535,FT-C00753,1/27/26 12:10,Deposit,223243.16,POS,iOS,Lagos,No,Successful,No
FT-T003536,FT-C00134,1/27/26 12:21,Deposit,31209.52,Mobile App,Android,Ibadan,No,Successful,No
FT-T003537,FT-C01181,1/27/26 12:31,Transfer,2871.06,Web,POS Terminal,Kano,No,Successful,No
FT-T003538,FT-C00425,1/27/26 12:42,Airtime/Data,5780.05,Mobile App,iOS,Benin City,No,Failed,No
FT-T003539,FT-C01459,1/27/26 12:53,Card Purchase,1588.52,ATM,iOS,Lagos,No,Successful,Yes
FT-T003540,FT-C01413,1/27/26 13:04,Airtime/Data,874.03,Web,ATM Terminal,Port Harcourt,No,Failed,No
FT-T003541,FT-C00937,1/27/26 13:15,Card Purchase,5949.6,ATM,iOS,Kaduna,No,Reversed,No
FT-T003542,FT-C01342,1/27/26 13:25,Card Purchase,7253.92,Mobile App,Android,Enugu,No,Failed,No
FT-T003543,FT-C00505,1/27/26 13:36,Transfer,1810.32,Mobile App,Android,Ibadan,No,Successful,No
FT-T003544,FT-C00871,1/27/26 13:47,Deposit,94174.97,Web,Android,Benin City,No,Successful,No
FT-T003545,FT-C00190,1/27/26 13:58,Card Purchase,170928.46,Mobile App,Android,Enugu,No,Successful,No
FT-T003546,FT-C00612,1/27/26 14:09,Deposit,4941.23,Mobile App,ATM Terminal,Benin City,No,Successful,No
FT-T003547,FT-C01435,1/27/26 14:19,Transfer,21737.78,Mobile App,Android,Kano,No,Failed,No
FT-T003548,FT-C00052,1/27/26 14:30,Bill Payment,5562.68,POS,POS Terminal,Lagos,No,Successful,No
FT-T003549,FT-C01470,1/27/26 14:41,Card Purchase,2148.71,Web,Android,Unkown,No,Successful,No
FT-T003550,FT-C00612,1/27/26 14:52,Transfer,8691.66,Mobile App,ATM Terminal,Port Harcourt,No,Successful,No
FT-T003551,FT-C01468,1/27/26 15:03,Transfer,73048.25,Mobile App,Android,Enugu,No,Successful,No
FT-T003552,FT-C01406,1/27/26 15:13,Transfer,8398.68,Mobile App,Web Browser,Kano,No,Successful,No
FT-T003553,FT-C00374,1/27/26 15:24,Bill Payment,7329.01,Mobile App,Android,Enugu,No,Successful,No
FT-T003554,FT-C00375,1/27/26 15:35,Card Purchase,6352.79,POS,Android,Kaduna,No,Successful,No
FT-T003555,FT-C00389,1/27/26 15:46,Transfer,21840.11,POS,Web Browser,Ibadan,No,Successful,No
FT-T003556,FT-C00674,1/27/26 15:57,Transfer,3624.28,Mobile App,ATM Terminal,Benin City,No,Successful,No
FT-T003557,FT-C00804,1/27/26 16:07,Card Purchase,7818.98,ATM,Android,Lagos,No,Successful,Yes
FT-T003558,FT-C00404,1/27/26 16:18,Transfer,1251.19,ATM,ATM Terminal,Ibadan,No,Successful,Yes
FT-T003559,FT-C00593,1/27/26 16:29,Card Purchase,34419.04,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T003560,FT-C01492,1/27/26 16:40,Bill Payment,899.93,Mobile App,Web Browser,Lagos,Yes,Reversed,No
FT-T003561,FT-C00732,1/27/26 16:51,Card Purchase,45483.8,Web,iOS,Kano,Yes,Failed,No
FT-T003562,FT-C00505,1/27/26 17:02,Cash Withdrawal,95410.63,Mobile App,POS Terminal,Ibadan,No,Successful,No
FT-T003563,FT-C00083,1/27/26 17:12,Card Purchase,338.91,Web,Android,Benin City,No,Successful,No
FT-T003564,FT-C00319,1/27/26 17:23,Transfer,142386.98,Mobile App,Android,Abuja,No,Successful,No
FT-T003565,FT-C01091,1/27/26 17:34,Deposit,69840.05,ATM,ATM Terminal,Kaduna,No,Successful,No
FT-T003566,FT-C00414,1/27/26 17:45,Airtime/Data,182.62,POS,ATM Terminal,Enugu,No,Successful,No
FT-T003567,FT-C00453,1/27/26 17:56,Card Purchase,177621.27,Mobile App,Android,Kaduna,No,Successful,No
FT-T003568,FT-C00746,1/27/26 18:06,Card Purchase,15380.88,Mobile App,Android,Kano,No,Successful,No
FT-T003569,FT-C00198,1/27/26 18:17,Card Purchase,3897.3,ATM,ATM Terminal,Kaduna,No,Successful,No
FT-T003570,FT-C00259,1/27/26 18:28,Deposit,330006.03,USSD,iOS,Kaduna,No,Successful,Yes
FT-T003571,FT-C00298,1/27/26 18:39,Bill Payment,623.37,ATM,iOS,Ibadan,No,Successful,No
FT-T003572,FT-C01304,1/27/26 18:50,Deposit,109878.01,Mobile App,ATM Terminal,Abuja,No,Successful,No
FT-T003573,FT-C00300,1/27/26 19:00,Card Purchase,752.34,Mobile App,Android,Benin City,No,Successful,No
FT-T003574,FT-C00129,1/27/26 19:11,Bill Payment,9338.77,POS,Android,Kaduna,No,Successful,No
FT-T003575,FT-C00498,1/27/26 19:22,Cash Withdrawal,1698.49,ATM,ATM Terminal,Port Harcourt,No,Successful,No
FT-T003576,FT-C00438,1/27/26 19:33,Cash Withdrawal,42515.84,Mobile App,iOS,Lagos,No,Successful,Yes
FT-T003577,FT-C01316,1/27/26 19:44,Card Purchase,5871.68,ATM,Android,Port Harcourt,No,Failed,No
FT-T003578,FT-C00207,1/27/26 19:54,Cash Withdrawal,1037.69,Mobile App,POS Terminal,Port Harcourt,No,Successful,No
FT-T003579,FT-C00294,1/27/26 20:05,Deposit,1596.37,Web,POS Terminal,Enugu,No,Successful,No
FT-T003580,FT-C00029,1/27/26 20:16,Airtime/Data,7897.35,Mobile App,Android,Lagos,No,Successful,No
FT-T003581,FT-C00179,1/27/26 20:27,Transfer,7569.47,ATM,Android,Kano,No,Successful,No
FT-T003582,FT-C00041,1/27/26 20:38,Cash Withdrawal,40905.56,Mobile App,Web Browser,Ibadan,No,Successful,No
FT-T003583,FT-C01494,1/27/26 20:48,Airtime/Data,1127.66,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T003584,FT-C01216,1/27/26 20:59,Transfer,5854.42,POS,iOS,Enugu,Yes,Successful,Yes
FT-T003585,FT-C00344,1/27/26 21:10,Card Purchase,71154.39,ATM,Android,Enugu,No,Successful,No
FT-T003586,FT-C00816,1/27/26 21:21,Transfer,167601.96,Mobile App,Web Browser,Kano,No,Successful,No
FT-T003587,FT-C00737,1/27/26 21:32,Transfer,260754.33,Mobile App,Android,Enugu,No,Successful,Yes
FT-T003588,FT-C00626,1/27/26 21:42,Airtime/Data,16645.99,Mobile App,ATM Terminal,Abuja,No,Successful,No
FT-T003589,FT-C00278,1/27/26 21:53,Card Purchase,677.87,Web,iOS,Enugu,No,Successful,No
FT-T003590,FT-C01379,1/27/26 22:04,Bill Payment,711.17,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T003591,FT-C00529,1/27/26 22:15,Transfer,743.96,Mobile App,POS Terminal,Kano,No,Successful,No
FT-T003592,FT-C00086,1/27/26 22:26,Transfer,393311.84,Mobile App,Unspecified,Kano,No,Successful,No
FT-T003593,FT-C00317,1/27/26 22:36,Deposit,26657.89,POS,ATM Terminal,Benin City,No,Successful,No
FT-T003594,FT-C00693,1/27/26 22:47,Cash Withdrawal,1888.73,POS,Android,Ibadan,No,Successful,No
FT-T003595,FT-C01361,1/27/26 22:58,Transfer,20274.5,Mobile App,Web Browser,Port Harcourt,No,Successful,No
FT-T003596,FT-C00863,1/27/26 23:09,Airtime/Data,8261.69,Web,iOS,Lagos,No,Successful,No
FT-T003597,FT-C01169,1/27/26 23:20,Card Purchase,549.07,Mobile App,POS Terminal,Unkown,No,Successful,No
FT-T003598,FT-C00315,1/27/26 23:30,Card Purchase,2750.96,Mobile App,Android,Lagos,No,Failed,Yes
FT-T003599,FT-C00225,1/27/26 23:41,Cash Withdrawal,2820.92,ATM,ATM Terminal,Lagos,Yes,Successful,Yes
FT-T003600,FT-C01447,1/27/26 23:52,Transfer,380740.99,POS,Android,Kano,No,Successful,No
FT-T003601,FT-C01078,1/28/26 0:03,Cash Withdrawal,5795.53,POS,iOS,Lagos,No,Successful,No
FT-T003602,FT-C00068,1/28/26 0:14,Cash Withdrawal,45267.84,USSD,Web Browser,Lagos,No,Successful,No
FT-T003603,FT-C01358,1/28/26 0:24,Transfer,258372.48,POS,Android,Ibadan,No,Successful,No
FT-T003604,FT-C01021,1/28/26 0:35,Bill Payment,48438.6,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T003605,FT-C01101,1/28/26 0:46,Card Purchase,3729.42,USSD,Web Browser,Ibadan,No,Successful,No
FT-T003606,FT-C00856,1/28/26 0:57,Bill Payment,2596.5,Mobile App,Android,Kano,No,Successful,Yes
FT-T003607,FT-C01179,1/28/26 1:08,Transfer,122937.68,POS,iOS,Port Harcourt,No,Successful,No
FT-T003608,FT-C01096,1/28/26 1:18,Airtime/Data,357.86,Web,Android,Ibadan,No,Failed,No
FT-T003609,FT-C01471,1/28/26 1:29,Deposit,109862.38,Mobile App,Android,Kaduna,No,Successful,No
FT-T003610,FT-C01383,1/28/26 1:40,Transfer,146760.4,Mobile App,Android,Port Harcourt,Yes,Successful,Yes
FT-T003611,FT-C01301,1/28/26 1:51,Airtime/Data,19589.36,Mobile App,Android,Abuja,No,Successful,No
FT-T003612,FT-C00883,1/28/26 2:02,Cash Withdrawal,1050.47,ATM,iOS,Ibadan,No,Successful,Yes
FT-T003613,FT-C01337,1/28/26 2:12,Bill Payment,7066.23,USSD,Android,Benin City,Yes,Successful,No
FT-T003614,FT-C01129,1/28/26 2:23,Deposit,10408.33,Mobile App,ATM Terminal,Benin City,No,Successful,Yes
FT-T003615,FT-C00971,1/28/26 2:34,Transfer,389726.18,Mobile App,Android,Enugu,No,Successful,No
FT-T003616,FT-C01119,1/28/26 2:45,Transfer,20244.28,Mobile App,Web Browser,Enugu,No,Successful,No
FT-T003617,FT-C01243,1/28/26 2:56,Transfer,9156.75,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T003618,FT-C01152,1/28/26 3:06,Card Purchase,1432.19,Mobile App,POS Terminal,Kaduna,No,Successful,Yes
FT-T003619,FT-C00200,1/28/26 3:17,Card Purchase,67051.7,Mobile App,Android,Lagos,No,Successful,No
FT-T003620,FT-C00332,1/28/26 3:28,Card Purchase,2314.1,Mobile App,Android,Abuja,No,Successful,No
FT-T003621,FT-C00547,1/28/26 3:39,Transfer,138484.58,POS,Android,Lagos,No,Successful,Yes
FT-T003622,FT-C01316,1/28/26 3:50,Bill Payment,56310.15,POS,Android,Kaduna,No,Successful,No
FT-T003623,FT-C00066,1/28/26 4:00,Transfer,742.73,Mobile App,POS Terminal,Abuja,No,Successful,Yes
FT-T003624,FT-C00731,1/28/26 4:11,Card Purchase,7833.23,USSD,Android,Benin City,Yes,Successful,No
FT-T003625,FT-C00568,1/28/26 4:22,Transfer,8726.83,Mobile App,Android,Kano,No,Successful,No
FT-T003626,FT-C00657,1/28/26 4:33,Bill Payment,4013.5,ATM,Android,Port Harcourt,No,Successful,Yes
FT-T003627,FT-C00404,1/28/26 4:44,Deposit,11398.87,ATM,ATM Terminal,Abuja,No,Successful,No
FT-T003628,FT-C00618,1/28/26 4:54,Transfer,18646.02,Mobile App,iOS,Kaduna,Yes,Successful,No
FT-T003629,FT-C00596,1/28/26 5:05,Bill Payment,996.71,Mobile App,Web Browser,Port Harcourt,No,Successful,No
FT-T003630,FT-C00648,1/28/26 5:16,Deposit,301231.07,USSD,Web Browser,Kano,No,Reversed,No
FT-T003631,FT-C00146,1/28/26 5:27,Airtime/Data,3206.12,Mobile App,POS Terminal,Abuja,No,Failed,No
FT-T003632,FT-C00761,1/28/26 5:38,Cash Withdrawal,6797.52,Mobile App,Web Browser,Port Harcourt,No,Successful,Yes
FT-T003633,FT-C01426,1/28/26 5:48,Card Purchase,1420.01,USSD,Android,Benin City,No,Successful,No
FT-T003634,FT-C00125,1/28/26 5:59,Card Purchase,15489.18,Mobile App,Android,Ibadan,No,Successful,No
FT-T003635,FT-C01356,1/28/26 6:10,Card Purchase,46002.42,Web,Android,Port Harcourt,No,Successful,No
FT-T003636,FT-C00480,1/28/26 6:21,Cash Withdrawal,11406.56,POS,Android,Port Harcourt,No,Successful,No
FT-T003637,FT-C01002,1/28/26 6:32,Card Purchase,163034.21,USSD,Android,Port Harcourt,No,Successful,No
FT-T003638,FT-C00712,1/28/26 6:42,Cash Withdrawal,19242.45,USSD,Android,Lagos,No,Successful,Yes
FT-T003639,FT-C00715,1/28/26 6:53,Transfer,389862.84,Web,Android,Abuja,No,Successful,No
FT-T003640,FT-C01422,1/28/26 7:04,Transfer,348919.76,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T003641,FT-C00815,1/28/26 7:15,Airtime/Data,4156.16,POS,Android,Kano,No,Successful,No
FT-T003642,FT-C01054,1/28/26 7:26,Airtime/Data,3706.89,ATM,POS Terminal,Kaduna,No,Successful,No
FT-T003643,FT-C00056,1/28/26 7:36,Bill Payment,875.24,Web,iOS,Port Harcourt,No,Successful,No
FT-T003644,FT-C00132,1/28/26 7:47,Transfer,278154.92,POS,ATM Terminal,Port Harcourt,No,Pending,No
FT-T003645,FT-C00231,1/28/26 7:58,Airtime/Data,14717.66,POS,iOS,Ibadan,No,Successful,No
FT-T003646,FT-C00395,1/28/26 8:09,Transfer,15047.38,ATM,iOS,Ibadan,No,Pending,No
FT-T003647,FT-C01176,1/28/26 8:20,Bill Payment,2535.27,Mobile App,Android,Ibadan,No,Successful,No
FT-T003648,FT-C00982,1/28/26 8:30,Transfer,150050.91,Mobile App,Android,Lagos,No,Successful,No
FT-T003649,FT-C00963,1/28/26 8:41,Cash Withdrawal,5000.83,Mobile App,Android,Kano,No,Successful,No
FT-T003650,FT-C00933,1/28/26 8:52,Bill Payment,8826.75,Mobile App,Android,Kaduna,No,Failed,No
FT-T003651,FT-C01410,1/28/26 9:03,Deposit,3678.59,Mobile App,Android,Abuja,No,Successful,No
FT-T003652,FT-C00908,1/28/26 9:14,Bill Payment,35496.06,ATM,iOS,Kano,No,Successful,No
FT-T003653,FT-C00533,1/28/26 9:24,Airtime/Data,10759.9,ATM,Web Browser,Enugu,Yes,Successful,Yes
FT-T003654,FT-C00965,1/28/26 9:35,Card Purchase,1939.61,ATM,iOS,Ibadan,No,Successful,No
FT-T003655,FT-C00448,1/28/26 9:46,Bill Payment,931.13,Mobile App,iOS,Kano,No,Reversed,No
FT-T003656,FT-C00126,1/28/26 9:57,Card Purchase,931.21,Mobile App,Android,Lagos,No,Successful,No
FT-T003657,FT-C00555,1/28/26 10:08,Transfer,33100.23,Mobile App,Android,Kaduna,No,Successful,No
FT-T003658,FT-C00694,1/28/26 10:18,Bill Payment,1107.18,ATM,Android,Enugu,No,Pending,No
FT-T003659,FT-C00489,1/28/26 10:29,Deposit,8143.07,Web,ATM Terminal,Port Harcourt,No,Successful,No
FT-T003660,FT-C00612,1/28/26 10:40,Transfer,150718.49,Web,Android,Ibadan,No,Successful,No
FT-T003661,FT-C00891,1/28/26 10:51,Transfer,872.06,Mobile App,iOS,Abuja,No,Successful,No
FT-T003662,FT-C00446,1/28/26 11:02,Transfer,26056.72,Mobile App,iOS,Enugu,No,Successful,No
FT-T003663,FT-C01494,1/28/26 11:12,Deposit,13726.04,POS,POS Terminal,Kaduna,No,Successful,No
FT-T003664,FT-C01373,1/28/26 11:23,Transfer,1133.47,Mobile App,iOS,Lagos,No,Successful,No
FT-T003665,FT-C00508,1/28/26 11:34,Transfer,15994.26,ATM,Android,Kaduna,No,Successful,Yes
FT-T003666,FT-C00457,1/28/26 11:45,Transfer,16798.3,Mobile App,POS Terminal,Kaduna,No,Failed,No
FT-T003667,FT-C00986,1/28/26 11:56,Transfer,6545.29,Mobile App,Android,Kaduna,No,Successful,No
FT-T003668,FT-C00385,1/28/26 12:06,Bill Payment,670.3,Mobile App,ATM Terminal,Kano,No,Successful,No
FT-T003669,FT-C00712,1/28/26 12:17,Airtime/Data,361.68,POS,Web Browser,Enugu,No,Successful,No
FT-T003670,FT-C00929,1/28/26 12:28,Card Purchase,3994.78,Mobile App,iOS,Abuja,No,Successful,No
FT-T003671,FT-C01472,1/28/26 12:39,Transfer,3295.77,USSD,iOS,Abuja,No,Successful,No
FT-T003672,FT-C01139,1/28/26 12:50,Deposit,2862.36,POS,Android,Ibadan,No,Successful,No
FT-T003673,FT-C00452,1/28/26 13:00,Deposit,24292.16,ATM,Web Browser,Port Harcourt,No,Successful,No
FT-T003674,FT-C00654,1/28/26 13:11,Card Purchase,3816.94,Mobile App,POS Terminal,Lagos,No,Reversed,No
FT-T003675,FT-C01143,1/28/26 13:22,Transfer,46064.31,POS,iOS,Enugu,No,Successful,No
FT-T003676,FT-C01117,1/28/26 13:33,Airtime/Data,3255.27,Web,POS Terminal,Kano,No,Successful,No
FT-T003677,FT-C00521,1/28/26 13:44,Bill Payment,1229.02,Mobile App,Android,Kano,No,Successful,No
FT-T003678,FT-C00538,1/28/26 13:54,Airtime/Data,7177.56,ATM,Android,Lagos,No,Successful,No
FT-T003679,FT-C01457,1/28/26 14:05,Card Purchase,5888.69,Mobile App,POS Terminal,Kaduna,No,Successful,Yes
FT-T003680,FT-C00145,1/28/26 14:16,Cash Withdrawal,1870.95,Mobile App,Android,Enugu,No,Successful,No
FT-T003681,FT-C01092,1/28/26 14:27,Bill Payment,551.35,POS,ATM Terminal,Lagos,No,Successful,No
FT-T003682,FT-C00700,1/28/26 14:38,Deposit,60566.94,POS,Android,Enugu,Yes,Successful,No
FT-T003683,FT-C00131,1/28/26 14:48,Airtime/Data,4674.2,Web,iOS,Enugu,No,Successful,No
FT-T003684,FT-C00733,1/28/26 14:59,Transfer,132690.02,Mobile App,Android,Abuja,No,Successful,No
FT-T003685,FT-C01305,1/28/26 15:10,Cash Withdrawal,67339.47,POS,iOS,Benin City,No,Reversed,No
FT-T003686,FT-C00513,1/28/26 15:21,Card Purchase,82216.53,Web,Web Browser,Benin City,No,Successful,No
FT-T003687,FT-C00640,1/28/26 15:32,Deposit,6791.4,Mobile App,iOS,Kaduna,No,Reversed,No
FT-T003688,FT-C00001,1/28/26 15:42,Bill Payment,4463.69,Web,iOS,Enugu,No,Successful,No
FT-T003689,FT-C00432,1/28/26 15:53,Deposit,1500.31,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T003690,FT-C00391,1/28/26 16:04,Card Purchase,4167.81,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T003691,FT-C01290,1/28/26 16:15,Transfer,2229.52,USSD,ATM Terminal,Ibadan,No,Successful,No
FT-T003692,FT-C00399,1/28/26 16:26,Transfer,119693.94,USSD,iOS,Benin City,No,Successful,No
FT-T003693,FT-C00808,1/28/26 16:36,Transfer,43425.11,Mobile App,iOS,Kano,No,Successful,No
FT-T003694,FT-C01280,1/28/26 16:47,Card Purchase,44542.61,Web,ATM Terminal,Kaduna,No,Successful,Yes
FT-T003695,FT-C00395,1/28/26 16:58,Airtime/Data,3972.78,POS,Android,Kano,No,Successful,Yes
FT-T003696,FT-C00952,1/28/26 17:09,Card Purchase,13749.31,ATM,iOS,Benin City,No,Successful,No
FT-T003697,FT-C00174,1/28/26 17:20,Cash Withdrawal,3664.84,Mobile App,iOS,Benin City,No,Successful,No
FT-T003698,FT-C01069,1/28/26 17:30,Deposit,80483.73,Mobile App,iOS,Lagos,Yes,Successful,No
FT-T003699,FT-C00855,1/28/26 17:41,Deposit,2568.08,Mobile App,iOS,Benin City,No,Successful,No
FT-T003700,FT-C01165,1/28/26 17:52,Card Purchase,1751.67,USSD,iOS,Ibadan,No,Successful,No
FT-T003701,FT-C00539,1/28/26 18:03,Transfer,1700.51,POS,POS Terminal,Port Harcourt,No,Successful,No
FT-T003702,FT-C00745,1/28/26 18:14,Transfer,319206.42,Mobile App,Web Browser,Enugu,No,Successful,Yes
FT-T003703,FT-C00721,1/28/26 18:24,Card Purchase,93787.17,POS,Android,Benin City,No,Successful,No
FT-T003704,FT-C00050,1/28/26 18:35,Bill Payment,51522.16,POS,Android,Port Harcourt,No,Successful,No
FT-T003705,FT-C01085,1/28/26 18:46,Bill Payment,80976.25,Mobile App,POS Terminal,Kaduna,No,Successful,No
FT-T003706,FT-C00243,1/28/26 18:57,Cash Withdrawal,29441.78,ATM,Android,Port Harcourt,No,Successful,No
FT-T003707,FT-C01293,1/28/26 19:08,Deposit,351158.44,ATM,iOS,Enugu,No,Successful,No
FT-T003708,FT-C01164,1/28/26 19:18,Deposit,6766.52,ATM,Android,Ibadan,No,Failed,No
FT-T003709,FT-C01181,1/28/26 19:29,Airtime/Data,1092.57,ATM,ATM Terminal,Ibadan,No,Failed,No
FT-T003710,FT-C00597,1/28/26 19:40,Deposit,21309.05,Web,ATM Terminal,Lagos,No,Pending,Yes
FT-T003711,FT-C00276,1/28/26 19:51,Transfer,918.53,USSD,Web Browser,Abuja,No,Successful,No
FT-T003712,FT-C01055,1/28/26 20:02,Transfer,136556.98,Web,Android,Ibadan,No,Successful,Yes
FT-T003713,FT-C00008,1/28/26 20:12,Card Purchase,643,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T003714,FT-C00715,1/28/26 20:23,Cash Withdrawal,82702.87,Mobile App,iOS,Ibadan,No,Successful,No
FT-T003715,FT-C00033,1/28/26 20:34,Cash Withdrawal,162748.26,Mobile App,iOS,Kaduna,No,Successful,No
FT-T003716,FT-C00810,1/28/26 20:45,Transfer,23794.69,Mobile App,Android,Abuja,No,Successful,No
FT-T003717,FT-C01476,1/28/26 20:56,Deposit,2964.87,Mobile App,Android,Ibadan,No,Successful,No
FT-T003718,FT-C01473,1/28/26 21:06,Card Purchase,4901.81,POS,Android,Port Harcourt,No,Successful,No
FT-T003719,FT-C00928,1/28/26 21:17,Airtime/Data,237.01,POS,Android,Kaduna,No,Successful,No
FT-T003720,FT-C00862,1/28/26 21:28,Card Purchase,642.43,POS,Android,Lagos,No,Pending,No
FT-T003721,FT-C00037,1/28/26 21:39,Transfer,85626.68,POS,ATM Terminal,Ibadan,No,Successful,Yes
FT-T003722,FT-C00034,1/28/26 21:50,Transfer,7245.96,Mobile App,iOS,Port Harcourt,No,Successful,Yes
FT-T003723,FT-C00455,1/28/26 22:00,Transfer,500.44,Mobile App,Android,Ibadan,No,Successful,No
FT-T003724,FT-C00444,1/28/26 22:11,Transfer,695.26,Mobile App,Web Browser,Lagos,No,Successful,No
FT-T003725,FT-C01261,1/28/26 22:22,Bill Payment,38075.49,Mobile App,Android,Enugu,No,Successful,No
FT-T003726,FT-C00212,1/28/26 22:33,Transfer,33861.71,POS,Android,Kano,Yes,Successful,No
FT-T003727,FT-C01164,1/28/26 22:44,Deposit,252770.1,ATM,iOS,Port Harcourt,No,Reversed,No
FT-T003728,FT-C00702,1/28/26 22:54,Transfer,3217.08,Mobile App,Web Browser,Kaduna,No,Successful,No
FT-T003729,FT-C00608,1/28/26 23:05,Transfer,4241.81,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T003730,FT-C00982,1/28/26 23:16,Deposit,56893.21,Web,Android,Ibadan,No,Successful,Yes
FT-T003731,FT-C00361,1/28/26 23:27,Card Purchase,21135.78,Mobile App,Android,Kano,No,Successful,No
FT-T003732,FT-C00304,1/28/26 23:38,Cash Withdrawal,1157.67,Mobile App,Unspecified,Enugu,No,Successful,No
FT-T003733,FT-C00296,1/28/26 23:48,Card Purchase,99426.37,ATM,POS Terminal,Kaduna,No,Successful,No
FT-T003734,FT-C00152,1/28/26 23:59,Transfer,114786.7,POS,Android,Port Harcourt,No,Successful,Yes
FT-T003735,FT-C01247,1/29/26 0:10,Card Purchase,697.36,POS,Android,Kaduna,No,Successful,No
FT-T003736,FT-C01220,1/29/26 0:21,Card Purchase,320.48,Web,iOS,Port Harcourt,No,Successful,No
FT-T003737,FT-C00600,1/29/26 0:32,Transfer,93598.58,Mobile App,POS Terminal,Kaduna,No,Successful,No
FT-T003738,FT-C01323,1/29/26 0:42,Cash Withdrawal,146234.51,POS,iOS,Kaduna,No,Successful,Yes
FT-T003739,FT-C00211,1/29/26 0:53,Deposit,8249.37,POS,Android,Kano,No,Successful,No
FT-T003740,FT-C00232,1/29/26 1:04,Transfer,4433,ATM,Web Browser,Ibadan,No,Successful,Yes
FT-T003741,FT-C00870,1/29/26 1:15,Airtime/Data,2448.73,POS,POS Terminal,Benin City,No,Successful,No
FT-T003742,FT-C00695,1/29/26 1:26,Transfer,49178.25,Web,Web Browser,Port Harcourt,No,Successful,Yes
FT-T003743,FT-C00367,1/29/26 1:36,Deposit,69611.86,Mobile App,iOS,Port Harcourt,Yes,Successful,Yes
FT-T003744,FT-C00481,1/29/26 1:47,Deposit,138456.34,USSD,Android,Lagos,No,Successful,No
FT-T003745,FT-C00572,1/29/26 1:58,Transfer,1085.69,Web,iOS,Abuja,No,Successful,No
FT-T003746,FT-C01203,1/29/26 2:09,Airtime/Data,2529.1,ATM,iOS,Kaduna,No,Pending,No
